Date,Time,Year,Month,Hour,Holiday,Working Day,Weekday,Temperature,Station ID,Station Location,User ID,User Age,User Gender,Trip Duration,Trip Start Time,Trip End Time,Season,Weather Conditions,Rider Type,Bike Type
2022-06-22,08:00,2022,June,8,No,Yes,Wednesday,29.4,ST003,Jubilee Hills,U2237,26,Male,39,08:00,08:39,Monsoon,Cloudy,Subscriber,Electric Bike
2022-06-22,09:00,2022,June,9,No,Yes,Wednesday,28.0,ST008,Shamshabad,U2238,25,Male,12,09:00,09:12,Monsoon,Cloudy,Casual,Standard Bike
2022-06-22,10:00,2022,June,10,No,Yes,Wednesday,25.3,ST007,Kondapur,U2239,42,Male,27,10:00,10:27,Monsoon,Cloudy,Casual,Standard Bike
2022-06-22,11:00,2022,June,11,No,Yes,Wednesday,29.2,ST002,Gachibowli,U2240,21,Male,48,11:00,11:48,Monsoon,Cloudy,Casual,Standard Bike
2022-06-22,12:00,2022,June,12,No,Yes,Wednesday,39.2,ST001,Banjara Hills,U2241,54,Female,17,12:00,12:17,Monsoon,Cloudy,Casual,Standard Bike
2022-06-22,13:00,2022,June,13,No,Yes,Wednesday,33.0,ST006,Hitech City,U2242,30,Female,56,13:00,13:56,Monsoon,Cloudy,Casual,Standard Bike
2022-06-22,14:00,2022,June,14,No,Yes,Wednesday,38.8,ST002,Gachibowli,U2243,41,Male,43,14:00,14:43,Monsoon,Cloudy,Subscriber,Electric Bike
2022-06-22,15:00,2022,June,15,No,Yes,Wednesday,32.8,ST006,Hitech City,U2244,58,Male,14,15:00,15:14,Monsoon,Cloudy,Subscriber,Premium Bike
2022-06-22,16:00,2022,June,16,No,Yes,Wednesday,35.3,ST007,Kondapur,U2245,47,Male,50,16:00,16:50,Monsoon,Cloudy,Casual,Electric Bike
2022-06-22,17:00,2022,June,17,No,Yes,Wednesday,20.2,ST008,Shamshabad,U2246,19,Male,20,17:00,17:20,Monsoon,Cloudy,Casual,Premium Bike
2022-06-22,18:00,2022,June,18,No,Yes,Wednesday,20.5,ST001,Banjara Hills,U2247,28,Male,55,18:00,18:55,Monsoon,Cloudy,Subscriber,Electric Bike
2022-06-22,19:00,2022,June,19,No,Yes,Wednesday,27.1,ST008,Shamshabad,U2248,58,Male,53,19:00,19:53,Monsoon,Cloudy,Subscriber,Electric Bike
2022-06-22,20:00,2022,June,20,No,Yes,Wednesday,25.6,ST008,Shamshabad,U2249,45,Female,17,20:00,20:17,Monsoon,Cloudy,Casual,Electric Bike
2022-06-23,08:00,2022,June,8,No,Yes,Thursday,28.1,ST002,Gachibowli,U2250,57,Female,52,08:00,08:52,Monsoon,Rainy,Casual,Electric Bike
2022-06-23,09:00,2022,June,9,No,Yes,Thursday,38.2,ST005,Begumpet,U2251,60,Male,39,09:00,09:39,Monsoon,Rainy,Subscriber,Standard Bike
2022-06-23,10:00,2022,June,10,No,Yes,Thursday,27.8,ST009,Kukatpally,U2252,60,Male,30,10:00,10:30,Monsoon,Rainy,Subscriber,Premium Bike
2022-06-23,11:00,2022,June,11,No,Yes,Thursday,31.4,ST008,Shamshabad,U2253,24,Male,14,11:00,11:14,Monsoon,Rainy,Casual,Premium Bike
2022-06-23,12:00,2022,June,12,No,Yes,Thursday,39.8,ST001,Banjara Hills,U2254,48,Male,47,12:00,12:47,Monsoon,Rainy,Subscriber,Standard Bike
2022-06-23,13:00,2022,June,13,No,Yes,Thursday,24.6,ST003,Jubilee Hills,U2255,33,Female,46,13:00,13:46,Monsoon,Rainy,Subscriber,Standard Bike
2022-06-23,14:00,2022,June,14,No,Yes,Thursday,29.7,ST009,Kukatpally,U2256,51,Female,17,14:00,14:17,Monsoon,Rainy,Casual,Standard Bike
2022-06-23,15:00,2022,June,15,No,Yes,Thursday,34.3,ST007,Kondapur,U2257,64,Male,28,15:00,15:28,Monsoon,Rainy,Casual,Standard Bike
2022-06-23,16:00,2022,June,16,No,Yes,Thursday,35.8,ST004,Madhapur,U2258,61,Female,33,16:00,16:33,Monsoon,Rainy,Casual,Premium Bike
2022-06-23,17:00,2022,June,17,No,Yes,Thursday,26.6,ST008,Shamshabad,U2259,55,Male,10,17:00,17:10,Monsoon,Rainy,Subscriber,Standard Bike
2022-06-23,18:00,2022,June,18,No,Yes,Thursday,20.4,ST008,Shamshabad,U2260,43,Female,25,18:00,18:25,Monsoon,Rainy,Subscriber,Standard Bike
2022-06-23,19:00,2022,June,19,No,Yes,Thursday,35.1,ST004,Madhapur,U2261,50,Female,38,19:00,19:38,Monsoon,Rainy,Casual,Standard Bike
2022-06-23,20:00,2022,June,20,No,Yes,Thursday,20.9,ST003,Jubilee Hills,U2262,33,Male,57,20:00,20:57,Monsoon,Rainy,Casual,Premium Bike
2022-06-24,08:00,2022,June,8,No,Yes,Friday,36.4,ST005,Begumpet,U2263,63,Female,29,08:00,08:29,Monsoon,Rainy,Casual,Premium Bike
2022-06-24,09:00,2022,June,9,No,Yes,Friday,36.5,ST009,Kukatpally,U2264,27,Female,10,09:00,09:10,Monsoon,Rainy,Subscriber,Electric Bike
2022-06-24,10:00,2022,June,10,No,Yes,Friday,34.1,ST008,Shamshabad,U2265,61,Female,24,10:00,10:24,Monsoon,Rainy,Casual,Premium Bike
2022-06-24,11:00,2022,June,11,No,Yes,Friday,26.5,ST008,Shamshabad,U2266,36,Male,54,11:00,11:54,Monsoon,Rainy,Subscriber,Premium Bike
2022-06-24,12:00,2022,June,12,No,Yes,Friday,36.7,ST008,Shamshabad,U2267,62,Female,50,12:00,12:50,Monsoon,Rainy,Subscriber,Electric Bike
2022-06-24,13:00,2022,June,13,No,Yes,Friday,21.2,ST001,Banjara Hills,U2268,65,Female,30,13:00,13:30,Monsoon,Rainy,Subscriber,Standard Bike
2022-06-24,14:00,2022,June,14,No,Yes,Friday,27.4,ST006,Hitech City,U2269,25,Male,47,14:00,14:47,Monsoon,Rainy,Subscriber,Electric Bike
2022-06-24,15:00,2022,June,15,No,Yes,Friday,21.2,ST008,Shamshabad,U2270,60,Male,39,15:00,15:39,Monsoon,Rainy,Casual,Electric Bike
2022-06-24,16:00,2022,June,16,No,Yes,Friday,35.0,ST006,Hitech City,U2271,59,Female,56,16:00,16:56,Monsoon,Rainy,Casual,Standard Bike
2022-06-24,17:00,2022,June,17,No,Yes,Friday,31.4,ST007,Kondapur,U2272,53,Male,23,17:00,17:23,Monsoon,Rainy,Casual,Standard Bike
2022-06-24,18:00,2022,June,18,No,Yes,Friday,36.0,ST002,Gachibowli,U2273,38,Male,21,18:00,18:21,Monsoon,Rainy,Casual,Electric Bike
2022-06-24,19:00,2022,June,19,No,Yes,Friday,25.1,ST005,Begumpet,U2274,57,Female,22,19:00,19:22,Monsoon,Rainy,Casual,Electric Bike
2022-06-24,20:00,2022,June,20,No,Yes,Friday,32.7,ST007,Kondapur,U2275,42,Female,36,20:00,20:36,Monsoon,Rainy,Casual,Standard Bike
2022-06-25,08:00,2022,June,8,Yes,No,Saturday,33.6,ST007,Kondapur,U2276,24,Male,25,08:00,08:25,Monsoon,Rainy,Subscriber,Standard Bike
2022-06-25,09:00,2022,June,9,Yes,No,Saturday,34.1,ST006,Hitech City,U2277,34,Male,46,09:00,09:46,Monsoon,Rainy,Casual,Premium Bike
2022-06-25,10:00,2022,June,10,Yes,No,Saturday,39.8,ST004,Madhapur,U2278,25,Female,58,10:00,10:58,Monsoon,Rainy,Casual,Standard Bike
2022-06-25,11:00,2022,June,11,Yes,No,Saturday,37.5,ST010,Secunderabad,U2279,37,Female,26,11:00,11:26,Monsoon,Rainy,Casual,Electric Bike
2022-06-25,12:00,2022,June,12,Yes,No,Saturday,27.3,ST002,Gachibowli,U2280,30,Male,55,12:00,12:55,Monsoon,Rainy,Subscriber,Premium Bike
2022-06-25,13:00,2022,June,13,Yes,No,Saturday,22.6,ST004,Madhapur,U2281,35,Male,43,13:00,13:43,Monsoon,Rainy,Casual,Electric Bike
2022-06-25,14:00,2022,June,14,Yes,No,Saturday,37.0,ST003,Jubilee Hills,U2282,30,Female,54,14:00,14:54,Monsoon,Rainy,Subscriber,Standard Bike
2022-06-25,15:00,2022,June,15,Yes,No,Saturday,37.5,ST010,Secunderabad,U2283,33,Female,47,15:00,15:47,Monsoon,Rainy,Casual,Premium Bike
2022-06-25,16:00,2022,June,16,Yes,No,Saturday,38.6,ST005,Begumpet,U2284,34,Male,57,16:00,16:57,Monsoon,Rainy,Casual,Electric Bike
2022-06-25,17:00,2022,June,17,Yes,No,Saturday,23.3,ST003,Jubilee Hills,U2285,60,Male,16,17:00,17:16,Monsoon,Rainy,Casual,Standard Bike
2022-06-25,18:00,2022,June,18,Yes,No,Saturday,22.8,ST001,Banjara Hills,U2286,26,Male,23,18:00,18:23,Monsoon,Rainy,Subscriber,Electric Bike
2022-06-25,19:00,2022,June,19,Yes,No,Saturday,34.7,ST010,Secunderabad,U2287,56,Female,35,19:00,19:35,Monsoon,Rainy,Subscriber,Electric Bike
2022-06-25,20:00,2022,June,20,Yes,No,Saturday,30.3,ST008,Shamshabad,U2288,20,Female,19,20:00,20:19,Monsoon,Rainy,Subscriber,Premium Bike
2022-06-26,08:00,2022,June,8,Yes,No,Sunday,39.8,ST003,Jubilee Hills,U2289,64,Male,47,08:00,08:47,Monsoon,Rainy,Casual,Standard Bike
2022-06-26,09:00,2022,June,9,Yes,No,Sunday,32.8,ST004,Madhapur,U2290,42,Female,42,09:00,09:42,Monsoon,Rainy,Casual,Electric Bike
2022-06-26,10:00,2022,June,10,Yes,No,Sunday,28.3,ST001,Banjara Hills,U2291,45,Male,20,10:00,10:20,Monsoon,Rainy,Subscriber,Standard Bike
2022-06-26,11:00,2022,June,11,Yes,No,Sunday,38.4,ST004,Madhapur,U2292,61,Male,23,11:00,11:23,Monsoon,Rainy,Casual,Premium Bike
2022-06-26,12:00,2022,June,12,Yes,No,Sunday,20.2,ST008,Shamshabad,U2293,50,Male,33,12:00,12:33,Monsoon,Rainy,Subscriber,Electric Bike
2022-06-26,13:00,2022,June,13,Yes,No,Sunday,39.2,ST001,Banjara Hills,U2294,59,Female,57,13:00,13:57,Monsoon,Rainy,Casual,Premium Bike
2022-06-26,14:00,2022,June,14,Yes,No,Sunday,22.5,ST009,Kukatpally,U2295,38,Male,50,14:00,14:50,Monsoon,Rainy,Casual,Premium Bike
2022-06-26,15:00,2022,June,15,Yes,No,Sunday,36.0,ST010,Secunderabad,U2296,54,Female,47,15:00,15:47,Monsoon,Rainy,Subscriber,Standard Bike
2022-06-26,16:00,2022,June,16,Yes,No,Sunday,28.7,ST007,Kondapur,U2297,64,Female,28,16:00,16:28,Monsoon,Rainy,Subscriber,Electric Bike
2022-06-26,17:00,2022,June,17,Yes,No,Sunday,22.5,ST008,Shamshabad,U2298,46,Male,47,17:00,17:47,Monsoon,Rainy,Casual,Premium Bike
2022-06-26,18:00,2022,June,18,Yes,No,Sunday,26.9,ST007,Kondapur,U2299,48,Female,60,18:00,19:00,Monsoon,Rainy,Subscriber,Premium Bike
2022-06-26,19:00,2022,June,19,Yes,No,Sunday,28.6,ST004,Madhapur,U2300,43,Male,39,19:00,19:39,Monsoon,Rainy,Casual,Premium Bike
2022-06-26,20:00,2022,June,20,Yes,No,Sunday,33.2,ST009,Kukatpally,U2301,34,Male,53,20:00,20:53,Monsoon,Rainy,Casual,Standard Bike
2022-06-27,08:00,2022,June,8,No,Yes,Monday,28.5,ST010,Secunderabad,U2302,53,Female,20,08:00,08:20,Monsoon,Cloudy,Subscriber,Premium Bike
2022-06-27,09:00,2022,June,9,No,Yes,Monday,22.8,ST005,Begumpet,U2303,49,Male,17,09:00,09:17,Monsoon,Cloudy,Casual,Premium Bike
2022-06-27,10:00,2022,June,10,No,Yes,Monday,26.9,ST001,Banjara Hills,U2304,55,Female,57,10:00,10:57,Monsoon,Cloudy,Subscriber,Standard Bike
2022-06-27,11:00,2022,June,11,No,Yes,Monday,38.5,ST008,Shamshabad,U2305,37,Male,58,11:00,11:58,Monsoon,Cloudy,Casual,Standard Bike
2022-06-27,12:00,2022,June,12,No,Yes,Monday,21.0,ST002,Gachibowli,U2306,62,Male,46,12:00,12:46,Monsoon,Cloudy,Casual,Electric Bike
2022-06-27,13:00,2022,June,13,No,Yes,Monday,22.2,ST001,Banjara Hills,U2307,57,Male,42,13:00,13:42,Monsoon,Cloudy,Subscriber,Electric Bike
2022-06-27,14:00,2022,June,14,No,Yes,Monday,38.8,ST008,Shamshabad,U2308,45,Male,58,14:00,14:58,Monsoon,Cloudy,Casual,Premium Bike
2022-06-27,15:00,2022,June,15,No,Yes,Monday,35.3,ST004,Madhapur,U2309,58,Male,30,15:00,15:30,Monsoon,Cloudy,Subscriber,Standard Bike
2022-06-27,16:00,2022,June,16,No,Yes,Monday,25.3,ST001,Banjara Hills,U2310,20,Female,24,16:00,16:24,Monsoon,Cloudy,Casual,Premium Bike
2022-06-27,17:00,2022,June,17,No,Yes,Monday,23.0,ST007,Kondapur,U2311,45,Female,36,17:00,17:36,Monsoon,Cloudy,Casual,Standard Bike
2022-06-27,18:00,2022,June,18,No,Yes,Monday,31.2,ST002,Gachibowli,U2312,39,Male,43,18:00,18:43,Monsoon,Cloudy,Casual,Premium Bike
2022-06-27,19:00,2022,June,19,No,Yes,Monday,31.8,ST007,Kondapur,U2313,65,Female,55,19:00,19:55,Monsoon,Cloudy,Casual,Standard Bike
2022-06-27,20:00,2022,June,20,No,Yes,Monday,31.8,ST008,Shamshabad,U2314,23,Male,14,20:00,20:14,Monsoon,Cloudy,Subscriber,Electric Bike
2022-06-28,08:00,2022,June,8,No,Yes,Tuesday,28.6,ST004,Madhapur,U2315,42,Male,57,08:00,08:57,Monsoon,Cloudy,Casual,Standard Bike
2022-06-28,09:00,2022,June,9,No,Yes,Tuesday,25.4,ST005,Begumpet,U2316,39,Female,41,09:00,09:41,Monsoon,Cloudy,Subscriber,Standard Bike
2022-06-28,10:00,2022,June,10,No,Yes,Tuesday,37.6,ST002,Gachibowli,U2317,59,Female,60,10:00,11:00,Monsoon,Cloudy,Subscriber,Electric Bike
2022-06-28,11:00,2022,June,11,No,Yes,Tuesday,21.3,ST006,Hitech City,U2318,44,Male,25,11:00,11:25,Monsoon,Cloudy,Casual,Standard Bike
2022-06-28,12:00,2022,June,12,No,Yes,Tuesday,31.5,ST009,Kukatpally,U2319,27,Female,13,12:00,12:13,Monsoon,Cloudy,Casual,Standard Bike
2022-06-28,13:00,2022,June,13,No,Yes,Tuesday,34.9,ST004,Madhapur,U2320,49,Female,45,13:00,13:45,Monsoon,Cloudy,Casual,Premium Bike
2022-06-28,14:00,2022,June,14,No,Yes,Tuesday,23.9,ST002,Gachibowli,U2321,46,Female,18,14:00,14:18,Monsoon,Cloudy,Casual,Electric Bike
2022-06-28,15:00,2022,June,15,No,Yes,Tuesday,21.0,ST001,Banjara Hills,U2322,27,Male,59,15:00,15:59,Monsoon,Cloudy,Casual,Premium Bike
2022-06-28,16:00,2022,June,16,No,Yes,Tuesday,27.7,ST001,Banjara Hills,U2323,40,Female,43,16:00,16:43,Monsoon,Cloudy,Casual,Standard Bike
2022-06-28,17:00,2022,June,17,No,Yes,Tuesday,38.4,ST001,Banjara Hills,U2324,63,Female,25,17:00,17:25,Monsoon,Cloudy,Subscriber,Premium Bike
2022-06-28,18:00,2022,June,18,No,Yes,Tuesday,23.1,ST004,Madhapur,U2325,34,Male,33,18:00,18:33,Monsoon,Cloudy,Subscriber,Premium Bike
2022-06-28,19:00,2022,June,19,No,Yes,Tuesday,39.7,ST002,Gachibowli,U2326,40,Female,33,19:00,19:33,Monsoon,Cloudy,Subscriber,Electric Bike
2022-06-28,20:00,2022,June,20,No,Yes,Tuesday,38.0,ST005,Begumpet,U2327,39,Male,37,20:00,20:37,Monsoon,Cloudy,Casual,Standard Bike
2022-06-29,08:00,2022,June,8,No,Yes,Wednesday,28.6,ST005,Begumpet,U2328,47,Male,37,08:00,08:37,Monsoon,Rainy,Casual,Electric Bike
2022-06-29,09:00,2022,June,9,No,Yes,Wednesday,27.6,ST001,Banjara Hills,U2329,59,Female,28,09:00,09:28,Monsoon,Rainy,Subscriber,Premium Bike
2022-06-29,10:00,2022,June,10,No,Yes,Wednesday,32.8,ST001,Banjara Hills,U2330,36,Female,35,10:00,10:35,Monsoon,Rainy,Casual,Electric Bike
2022-06-29,11:00,2022,June,11,No,Yes,Wednesday,30.5,ST004,Madhapur,U2331,57,Female,49,11:00,11:49,Monsoon,Rainy,Subscriber,Standard Bike
2022-06-29,12:00,2022,June,12,No,Yes,Wednesday,25.7,ST005,Begumpet,U2332,26,Female,39,12:00,12:39,Monsoon,Rainy,Casual,Premium Bike
2022-06-29,13:00,2022,June,13,No,Yes,Wednesday,28.6,ST003,Jubilee Hills,U2333,59,Female,48,13:00,13:48,Monsoon,Rainy,Casual,Premium Bike
2022-06-29,14:00,2022,June,14,No,Yes,Wednesday,35.0,ST004,Madhapur,U2334,48,Female,47,14:00,14:47,Monsoon,Rainy,Subscriber,Premium Bike
2022-06-29,15:00,2022,June,15,No,Yes,Wednesday,31.9,ST001,Banjara Hills,U2335,37,Female,32,15:00,15:32,Monsoon,Rainy,Subscriber,Electric Bike
2022-06-29,16:00,2022,June,16,No,Yes,Wednesday,39.7,ST008,Shamshabad,U2336,55,Female,48,16:00,16:48,Monsoon,Rainy,Subscriber,Electric Bike
2022-06-29,17:00,2022,June,17,No,Yes,Wednesday,32.3,ST005,Begumpet,U2337,40,Female,51,17:00,17:51,Monsoon,Rainy,Subscriber,Premium Bike
2022-06-29,18:00,2022,June,18,No,Yes,Wednesday,32.6,ST002,Gachibowli,U2338,19,Female,35,18:00,18:35,Monsoon,Rainy,Subscriber,Electric Bike
2022-06-29,19:00,2022,June,19,No,Yes,Wednesday,31.2,ST008,Shamshabad,U2339,20,Female,47,19:00,19:47,Monsoon,Rainy,Subscriber,Electric Bike
2022-06-29,20:00,2022,June,20,No,Yes,Wednesday,33.4,ST005,Begumpet,U2340,58,Female,18,20:00,20:18,Monsoon,Rainy,Casual,Premium Bike
2022-06-30,08:00,2022,June,8,No,Yes,Thursday,39.0,ST008,Shamshabad,U2341,32,Male,15,08:00,08:15,Monsoon,Rainy,Casual,Standard Bike
2022-06-30,09:00,2022,June,9,No,Yes,Thursday,24.4,ST003,Jubilee Hills,U2342,46,Male,48,09:00,09:48,Monsoon,Rainy,Casual,Standard Bike
2022-06-30,10:00,2022,June,10,No,Yes,Thursday,34.1,ST009,Kukatpally,U2343,46,Male,21,10:00,10:21,Monsoon,Rainy,Subscriber,Premium Bike
2022-06-30,11:00,2022,June,11,No,Yes,Thursday,30.1,ST002,Gachibowli,U2344,47,Female,28,11:00,11:28,Monsoon,Rainy,Subscriber,Standard Bike
2022-06-30,12:00,2022,June,12,No,Yes,Thursday,32.5,ST009,Kukatpally,U2345,20,Female,44,12:00,12:44,Monsoon,Rainy,Casual,Premium Bike
2022-06-30,13:00,2022,June,13,No,Yes,Thursday,30.2,ST001,Banjara Hills,U2346,64,Male,16,13:00,13:16,Monsoon,Rainy,Casual,Standard Bike
2022-06-30,14:00,2022,June,14,No,Yes,Thursday,37.0,ST003,Jubilee Hills,U2347,45,Female,21,14:00,14:21,Monsoon,Rainy,Casual,Standard Bike
2022-06-30,15:00,2022,June,15,No,Yes,Thursday,26.9,ST004,Madhapur,U2348,65,Male,48,15:00,15:48,Monsoon,Rainy,Casual,Electric Bike
2022-06-30,16:00,2022,June,16,No,Yes,Thursday,30.1,ST003,Jubilee Hills,U2349,30,Female,13,16:00,16:13,Monsoon,Rainy,Casual,Premium Bike
2022-06-30,17:00,2022,June,17,No,Yes,Thursday,26.7,ST003,Jubilee Hills,U2350,35,Male,25,17:00,17:25,Monsoon,Rainy,Casual,Premium Bike
2022-06-30,18:00,2022,June,18,No,Yes,Thursday,35.0,ST004,Madhapur,U2351,24,Female,40,18:00,18:40,Monsoon,Rainy,Subscriber,Standard Bike
2022-06-30,19:00,2022,June,19,No,Yes,Thursday,22.8,ST002,Gachibowli,U2352,47,Male,21,19:00,19:21,Monsoon,Rainy,Casual,Premium Bike
2022-06-30,20:00,2022,June,20,No,Yes,Thursday,24.3,ST008,Shamshabad,U2353,47,Female,44,20:00,20:44,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-01,08:00,2022,July,8,No,Yes,Friday,23.5,ST001,Banjara Hills,U2354,65,Female,13,08:00,08:13,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-01,09:00,2022,July,9,No,Yes,Friday,37.4,ST005,Begumpet,U2355,46,Female,16,09:00,09:16,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-01,10:00,2022,July,10,No,Yes,Friday,38.4,ST010,Secunderabad,U2356,37,Male,59,10:00,10:59,Monsoon,Rainy,Casual,Electric Bike
2022-07-01,11:00,2022,July,11,No,Yes,Friday,27.7,ST010,Secunderabad,U2357,64,Female,22,11:00,11:22,Monsoon,Rainy,Casual,Electric Bike
2022-07-01,12:00,2022,July,12,No,Yes,Friday,32.6,ST006,Hitech City,U2358,40,Female,27,12:00,12:27,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-01,13:00,2022,July,13,No,Yes,Friday,37.0,ST005,Begumpet,U2359,40,Male,45,13:00,13:45,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-01,14:00,2022,July,14,No,Yes,Friday,27.1,ST004,Madhapur,U2360,46,Female,50,14:00,14:50,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-01,15:00,2022,July,15,No,Yes,Friday,28.3,ST007,Kondapur,U2361,32,Female,35,15:00,15:35,Monsoon,Rainy,Casual,Premium Bike
2022-07-01,16:00,2022,July,16,No,Yes,Friday,35.4,ST001,Banjara Hills,U2362,30,Male,34,16:00,16:34,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-01,17:00,2022,July,17,No,Yes,Friday,35.9,ST006,Hitech City,U2363,53,Male,34,17:00,17:34,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-01,18:00,2022,July,18,No,Yes,Friday,24.2,ST007,Kondapur,U2364,38,Female,11,18:00,18:11,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-01,19:00,2022,July,19,No,Yes,Friday,37.7,ST001,Banjara Hills,U2365,62,Male,16,19:00,19:16,Monsoon,Rainy,Casual,Premium Bike
2022-07-01,20:00,2022,July,20,No,Yes,Friday,24.0,ST007,Kondapur,U2366,22,Female,16,20:00,20:16,Monsoon,Rainy,Casual,Electric Bike
2022-07-02,08:00,2022,July,8,Yes,No,Saturday,31.9,ST008,Shamshabad,U2367,27,Male,27,08:00,08:27,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-02,09:00,2022,July,9,Yes,No,Saturday,35.1,ST004,Madhapur,U2368,55,Female,12,09:00,09:12,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-02,10:00,2022,July,10,Yes,No,Saturday,35.2,ST005,Begumpet,U2369,49,Female,11,10:00,10:11,Monsoon,Rainy,Casual,Premium Bike
2022-07-02,11:00,2022,July,11,Yes,No,Saturday,28.1,ST006,Hitech City,U2370,39,Female,20,11:00,11:20,Monsoon,Rainy,Casual,Standard Bike
2022-07-02,12:00,2022,July,12,Yes,No,Saturday,37.2,ST010,Secunderabad,U2371,60,Male,24,12:00,12:24,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-02,13:00,2022,July,13,Yes,No,Saturday,36.2,ST005,Begumpet,U2372,20,Male,32,13:00,13:32,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-02,14:00,2022,July,14,Yes,No,Saturday,36.9,ST009,Kukatpally,U2373,62,Male,49,14:00,14:49,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-02,15:00,2022,July,15,Yes,No,Saturday,33.0,ST010,Secunderabad,U2374,50,Female,19,15:00,15:19,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-02,16:00,2022,July,16,Yes,No,Saturday,37.7,ST005,Begumpet,U2375,34,Male,14,16:00,16:14,Monsoon,Rainy,Casual,Premium Bike
2022-07-02,17:00,2022,July,17,Yes,No,Saturday,36.4,ST002,Gachibowli,U2376,19,Male,35,17:00,17:35,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-02,18:00,2022,July,18,Yes,No,Saturday,38.9,ST003,Jubilee Hills,U2377,45,Female,43,18:00,18:43,Monsoon,Rainy,Casual,Standard Bike
2022-07-02,19:00,2022,July,19,Yes,No,Saturday,22.9,ST010,Secunderabad,U2378,45,Male,49,19:00,19:49,Monsoon,Rainy,Subscriber,Premium Bike
2022-07-02,20:00,2022,July,20,Yes,No,Saturday,29.9,ST003,Jubilee Hills,U2379,53,Female,10,20:00,20:10,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-03,08:00,2022,July,8,Yes,No,Sunday,38.1,ST008,Shamshabad,U2380,25,Male,37,08:00,08:37,Monsoon,Cloudy,Subscriber,Standard Bike
2022-07-03,09:00,2022,July,9,Yes,No,Sunday,28.9,ST009,Kukatpally,U2381,42,Female,19,09:00,09:19,Monsoon,Cloudy,Casual,Premium Bike
2022-07-03,10:00,2022,July,10,Yes,No,Sunday,36.2,ST007,Kondapur,U2382,51,Female,41,10:00,10:41,Monsoon,Cloudy,Subscriber,Premium Bike
2022-07-03,11:00,2022,July,11,Yes,No,Sunday,26.0,ST007,Kondapur,U2383,54,Female,33,11:00,11:33,Monsoon,Cloudy,Casual,Standard Bike
2022-07-03,12:00,2022,July,12,Yes,No,Sunday,37.4,ST003,Jubilee Hills,U2384,55,Male,22,12:00,12:22,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-03,13:00,2022,July,13,Yes,No,Sunday,30.0,ST001,Banjara Hills,U2385,26,Female,50,13:00,13:50,Monsoon,Cloudy,Subscriber,Standard Bike
2022-07-03,14:00,2022,July,14,Yes,No,Sunday,27.9,ST002,Gachibowli,U2386,38,Female,24,14:00,14:24,Monsoon,Cloudy,Subscriber,Standard Bike
2022-07-03,15:00,2022,July,15,Yes,No,Sunday,34.9,ST003,Jubilee Hills,U2387,18,Male,51,15:00,15:51,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-03,16:00,2022,July,16,Yes,No,Sunday,32.6,ST004,Madhapur,U2388,19,Male,42,16:00,16:42,Monsoon,Cloudy,Subscriber,Premium Bike
2022-07-03,17:00,2022,July,17,Yes,No,Sunday,27.6,ST007,Kondapur,U2389,24,Male,49,17:00,17:49,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-03,18:00,2022,July,18,Yes,No,Sunday,21.6,ST007,Kondapur,U2390,57,Male,33,18:00,18:33,Monsoon,Cloudy,Subscriber,Premium Bike
2022-07-03,19:00,2022,July,19,Yes,No,Sunday,23.2,ST010,Secunderabad,U2391,57,Male,51,19:00,19:51,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-03,20:00,2022,July,20,Yes,No,Sunday,37.2,ST005,Begumpet,U2392,23,Male,22,20:00,20:22,Monsoon,Cloudy,Subscriber,Electric Bike
2022-07-04,08:00,2022,July,8,No,Yes,Monday,36.3,ST005,Begumpet,U2393,57,Male,48,08:00,08:48,Monsoon,Rainy,Casual,Standard Bike
2022-07-04,09:00,2022,July,9,No,Yes,Monday,29.6,ST009,Kukatpally,U2394,64,Male,33,09:00,09:33,Monsoon,Rainy,Casual,Electric Bike
2022-07-04,10:00,2022,July,10,No,Yes,Monday,20.2,ST004,Madhapur,U2395,60,Female,19,10:00,10:19,Monsoon,Rainy,Subscriber,Standard Bike
2022-07-04,11:00,2022,July,11,No,Yes,Monday,33.4,ST008,Shamshabad,U2396,60,Female,16,11:00,11:16,Monsoon,Rainy,Subscriber,Electric Bike
2022-07-04,12:00,2022,July,12,No,Yes,Monday,23.1,ST006,Hitech City,U2397,28,Male,56,12:00,12:56,Monsoon,Rainy,Subscriber,Premium Bike
